sig_id	pert_id	pert_mfc_id	cmap_name	pert_type	cell_iname	pert_idose	pert_itime	is_hiq	cc_q75
CPC011_A375_6H:BRD-K92093830-003-23-3:10	BRD-K92093830	BRD-K92093830	doxorubicin	trt_cp	A375	10 uM	6 h	1	0.62
CPC011_A549_24H:BRD-K33106058-001-12-7:10	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	A549	10 uM	24 h	1	0.53
CPC011_A549_24H:BRD-K59456551-002-15-8:10	BRD-K59456551	BRD-K59456551	methotrexate	trt_cp	A549	10 uM	24 h	1	0.41
CPC011_A549_24H:BRD-K82109576-065-20-2:10	BRD-K82109576	BRD-K82109576	vincristine	trt_cp	A549	10 uM	24 h	1	0.47
CPC011_A549_6H:BRD-K33106058-001-12-7:10	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	A549	10 uM	6 h	1	0.27
CPC011_A549_6H:BRD-K82109576-065-20-2:10	BRD-K82109576	BRD-K82109576	vincristine	trt_cp	A549	10 uM	6 h	1	0.38
CPC011_PC3_24H:BRD-K33106058-001-12-7:10	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	PC3	10 uM	24 h	1	0.48
CPC011_PC3_24H:BRD-K37798499-001-13-2:10	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	PC3	10 uM	24 h	1	0.35
CPC011_PC3_24H:BRD-K59456551-002-15-8:10	BRD-K59456551	BRD-K59456551	methotrexate	trt_cp	PC3	10 uM	24 h	1	0.62
CPC011_PC3_24H:BRD-K82109576-065-20-2:10	BRD-K82109576	BRD-K82109576	vincristine	trt_cp	PC3	10 uM	24 h	1	0.51
CPC011_PC3_24H:BRD-K92093830-003-23-3:10	BRD-K92093830	BRD-K92093830	doxorubicin	trt_cp	PC3	10 uM	24 h	1	0.71
CPC012_A375_6H:E10	BRD-K02130563	BRD-K02130563-001-06-4	panobinostat	trt_cp	A375	10 uM	6 h	1	0.7097
CPC013_A375_6H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	A375	10 uM	6 h	1	0.61
CPC013_A549_24H:BRD-K49328571-001-04-4:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	A549	10 uM	24 h	1	0.48
CPC013_A549_24H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	A549	10 uM	24 h	1	0.62
CPC013_HEPG2_6H:BRD-K49328571-001-04-4:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	HEPG2	10 uM	6 h	1	0.34
CPC013_HEPG2_6H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	HEPG2	10 uM	6 h	1	0.65
CPC013_HEPG2_6H:BRD-K79254416-001-08-5:10	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	HEPG2	10 uM	6 h	1	0.2
CPC013_PC3_24H:BRD-K49328571-001-04-4:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	PC3	10 uM	24 h	1	0.56
CPC014_A375_6H:A21	BRD-K93918653	BRD-K93918653-001-01-4	quizartinib	trt_cp	A375	10 uM	6 h	1	0.4222
CPC014_A375_6H:D14	BRD-K53972329	BRD-K53972329-001-01-3	ruxolitinib	trt_cp	A375	10 uM	6 h	1	0.2756
CPC014_A375_6H:D16	BRD-K77908580	BRD-K77908580-001-05-4	entinostat	trt_cp	A375	10 uM	6 h	1	0.5596
CPC014_A375_6H:H12	BRD-K53972329	BRD-K53972329-001-02-1	ruxolitinib	trt_cp	A375	10 uM	6 h	1	0.2951
CPC014_A375_6H:M02	BRD-K13514097	BRD-K13514097-001-01-2	everolimus	trt_cp	A375	10 uM	6 h	1	0.6158
CPC014_A549_24H:BRD-K51313569-001-02-9:10	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	A549	10 uM	24 h	1	0.32
CPC014_A549_6H:BRD-K53972329-001-02-1:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	A549	10 uM	6 h	1	0.52
CPC014_A549_6H:BRD-K81528515-001-03-9:10	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A549	10 uM	6 h	1	0.53
CPC014_A549_6H:BRD-K99964838-001-03-6:10	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A549	10 uM	6 h	1	0.35
CPC014_HEPG2_6H:BRD-K53972329-001-01-3:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	HEPG2	10 uM	6 h	1	0.48
CPC014_HEPG2_6H:BRD-K53972329-001-02-1:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	HEPG2	10 uM	6 h	1	0.37
CPC014_HEPG2_6H:BRD-K71879491-001-22-6:10	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	HEPG2	10 uM	6 h	1	0.27
CPC014_HEPG2_6H:BRD-K99964838-001-03-6:10	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	HEPG2	10 uM	6 h	1	0.43
CPC014_PC3_24H:BRD-K53972329-001-01-3:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	PC3	10 uM	24 h	1	0.53
CPC014_PC3_24H:BRD-K77908580-001-05-4:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	PC3	10 uM	24 h	1	0.7
CPC014_PC3_6H:BRD-K53972329-001-02-1:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	PC3	10 uM	6 h	1	0.39
CPC014_PC3_6H:BRD-K81528515-001-03-9:10	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	PC3	10 uM	6 h	1	0.44
CPC015_A375_6H:BRD-A60414806-065-01-6:10	BRD-A60414806	BRD-A60414806	vincristine	trt_cp	A375	10 uM	6 h	1	0.33
CPC016_A375_6H:BRD-A76528577-065-01-2:10	BRD-A76528577	BRD-A76528577	vincristine	trt_cp	A375	10 uM	6 h	1	0.37
CPC016_A549_6H:BRD-A76528577-065-01-2:10	BRD-A76528577	BRD-A76528577	vincristine	trt_cp	A549	10 uM	6 h	1	0.42
CPC016_A549_6H:BRD-K06926592-001-01-7:10	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	A549	10 uM	6 h	1	0.45
CPC016_HEPG2_6H:BRD-A76528577-065-01-2:10	BRD-A76528577	BRD-A76528577	vincristine	trt_cp	HEPG2	10 uM	6 h	1	0.59
CPC017_A549_24H:BRD-K13646352-001-01-2:10	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A549	10 uM	24 h	1	0.38
CPC017_HEPG2_6H:BRD-K13646352-001-01-2:10	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	HEPG2	10 uM	6 h	1	0.49
CPC018_A549_6H:BRD-A93255169-001-13-5:10	BRD-A93255169	BRD-A93255169	thalidomide	trt_cp	A549	10 uM	6 h	1	0.2
CPC018_HEPG2_6H:BRD-A52530684-001-01-1:10	BRD-A52530684	BRD-A52530684	doxorubicin	trt_cp	HEPG2	10 uM	6 h	1	0.45
CPC020_A375_6H:BRD-K03406345-001-11-2:10	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	A375	10 uM	6 h	1	0.6
CPC020_A549_6H:BRD-K03406345-001-11-2:10	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	A549	10 uM	6 h	1	0.35
CPC020_PC3_6H:BRD-K03406345-001-11-2:10	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	PC3	10 uM	6 h	1	0.49
CPD001_PC3_24H:BRD-A55424491-001-13-2:10	BRD-A55424491	BRD-A55424491	methotrexate	trt_cp	PC3	10 uM	24 h	1	0.54
CPD001_PC3_24H:BRD-K06926592-001-02-5:10	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	PC3	10 uM	24 h	1	0.25
CPD001_PC3_24H:BRD-K46503544-001-02-3:10	BRD-K46503544	BRD-K46503544	etoposide	trt_cp	PC3	10 uM	24 h	1	0.44
CPD001_PC3_24H:BRD-K59456551-001-12-7:10	BRD-K59456551	BRD-K59456551	methotrexate	trt_cp	PC3	10 uM	24 h	1	0.55
CPD002_PC3_24H:BRD-K33106058-001-10-1:10	BRD-K33106058	BRD-K33106058	cytarabine	trt_cp	PC3	10 uM	24 h	1	0.54
CPD002_PC3_24H:BRD-K92093830-003-21-7:10	BRD-K92093830	BRD-K92093830	doxorubicin	trt_cp	PC3	10 uM	24 h	1	0.81
CRCGN004_PC3_24H:BRD-A02579693-001-01-8:10	BRD-A02579693	BRD-A02579693-001-01-8	etoposide	trt_cp	PC3	10 uM	24 h	1	0.48
CRCGN004_PC3_24H:BRD-A55424491-001-16-5:10	BRD-A55424491	BRD-A55424491-001-16-5	methotrexate	trt_cp	PC3	10 uM	24 h	1	0.55
CRCGN004_PC3_24H:BRD-A76941896-003-04-6:10.2	BRD-A76941896	BRD-A76941896-003-04-6	doxorubicin	trt_cp	PC3	10 uM	24 h	1	0.82
CRCGN004_PC3_24H:BRD-K74793820-001-01-2:10	BRD-K74793820	BRD-K74793820-001-01-2	vincristine	trt_cp	PC3	10 uM	24 h	1	0.55
CRCGN005_HEPG2_24H:BRD-K81418486:10	BRD-K81418486	BRD-K81418486	vorinostat	trt_cp	HEPG2	10 uM	24 h	1	0.82
CRCGN006_HEPG2_24H:BRD-K81418486:10	BRD-K81418486	BRD-K81418486	vorinostat	trt_cp	HEPG2	10 uM	24 h	1	0.86
CRCGN007_HEPG2_24H:BRD-K81418486:10	BRD-K81418486	BRD-K81418486	vorinostat	trt_cp	HEPG2	10 uM	24 h	1	0.85
CRCGN009_HEPG2_24H:BRD-K81418486:10.0068	BRD-K81418486	BRD-K81418486	vorinostat	trt_cp	HEPG2	10 uM	24 h	1	0.81
CRCGN013_HEPG2_24H:BRD-K06926592:1.25625	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	HEPG2	1.25 uM	24 h	1	0.32
CRCGN013_HEPG2_24H:BRD-K06926592:10.05	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	HEPG2	10 uM	24 h	1	0.31
DOSVAL001_A375_24H:BRD-K49328571:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	A375	10 uM	24 h	1	0.7
DOSVAL001_A549_24H:BRD-K49328571:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	A549	10 uM	24 h	1	0.56
DOSVAL001_HEPG2_24H:BRD-K49328571:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	HEPG2	10 uM	24 h	1	0.46
DOSVAL001_PC3_24H:BRD-K49328571:10	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	PC3	10 uM	24 h	1	0.56
DPK.CP001_A549_24H:BRD-K53972329:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	A549	10 uM	24 h	1	0.5376
ERG021_PC3_24H:BRD-K02130563:10	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	PC3	10 uM	24 h	1	0.84
HDAC002_PC3_24H:BRD-K77908580-001-04-7:10	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	PC3	10 uM	24 h	1	0.6
HOG002_A549_24H:BRD-K92093830-003-18-3:10	BRD-K92093830	BRD-K92093830	doxorubicin	trt_cp	A549	10 uM	24 h	1	0.72
HOG002_A549_6H:BRD-K71879491-001-22-6:10	BRD-K71879491	BRD-K71879491	tretinoin	trt_cp	A549	10 uM	6 h	1	0.4
LJP005_A375_24H:D01	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	A375	10 uM	24 h	1	0.5369
LJP005_A375_24H:H01	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A375	10 uM	24 h	1	0.707
LJP005_A375_24H:H03	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	A375	1.11 uM	24 h	1	0.4274
LJP005_A375_24H:N13	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A375	10 uM	24 h	1	0.3233
LJP005_A375_24H:O13	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	A375	10 uM	24 h	1	0.291
LJP005_PC3_24H:D01	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	PC3	10 uM	24 h	1	0.2523
LJP005_PC3_24H:H01	BRD-K42191735	BRD-K42191735	buparlisib	trt_cp	PC3	10 uM	24 h	1	0.7196
LJP005_PC3_24H:N13	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	PC3	10 uM	24 h	1	0.5063
LJP005_PC3_24H:O13	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	PC3	10 uM	24 h	1	0.2413
LJP006_A375_24H:E13	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	A375	10 uM	24 h	1	0.5398
LJP006_A375_24H:E15	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	A375	1.11 uM	24 h	1	0.4428
LJP006_A375_24H:I01	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	A375	10 uM	24 h	1	0.4905
LJP006_A375_24H:N13	BRD-K92723993	BRD-K92723993	imatinib	trt_cp	A375	10 uM	24 h	1	0.3533
LJP006_A375_24H:N14	BRD-K92723993	BRD-K92723993	imatinib	trt_cp	A375	3.33 uM	24 h	1	0.3451
LJP006_A375_24H:N18	BRD-K92723993	BRD-K92723993	imatinib	trt_cp	A375	0.04 uM	24 h	1	0.3628
LJP006_A549_24H:E13	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	A549	10 uM	24 h	1	0.4711
LJP006_A549_24H:N13	BRD-K92723993	BRD-K92723993	imatinib	trt_cp	A549	10 uM	24 h	1	0.4048
LJP006_PC3_24H:E13	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	PC3	10 uM	24 h	1	0.49
LJP006_PC3_24H:N18	BRD-K92723993	BRD-K92723993	imatinib	trt_cp	PC3	0.04 uM	24 h	1	0.39
LJP007_A375_24H:D19	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A375	10 uM	24 h	1	0.6221
LJP007_A375_24H:D20	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A375	3.33 uM	24 h	1	0.4747
LJP007_A375_24H:G13	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	A375	10 uM	24 h	1	0.7566
LJP007_A375_24H:K20	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	A375	3.33 uM	24 h	1	0.5377
LJP007_A375_24H:K21	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	A375	1.11 uM	24 h	1	0.4578
LJP007_A375_24H:K22	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	A375	0.37 uM	24 h	1	0.4699
LJP007_A375_24H:M19	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	A375	10 uM	24 h	1	0.431
LJP007_A375_24H:P03	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	A375	1.11 uM	24 h	1	0.5424
LJP007_A549_24H:D19	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A549	10 uM	24 h	1	0.4134
LJP007_A549_24H:K19	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	A549	10 uM	24 h	1	0.3222
LJP007_A549_24H:M19	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	A549	10 uM	24 h	1	0.2493
LJP007_A549_24H:P03	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	A549	1.11 uM	24 h	1	0.2969
LJP007_HEPG2_24H:K21	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	HEPG2	1.11 uM	24 h	1	0.3374
LJP007_HEPG2_24H:P02	BRD-K60866521	BRD-K60866521	idelalisib	trt_cp	HEPG2	3.33 uM	24 h	1	0.068
LJP007_PC3_24H:D19	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	PC3	10 uM	24 h	1	0.272
LJP007_PC3_24H:K19	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	PC3	10 uM	24 h	1	0.596
LJP007_PC3_24H:K20	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	PC3	3.33 uM	24 h	1	0.4001
LJP007_PC3_24H:K21	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	PC3	1.11 uM	24 h	1	0.6068
LJP007_PC3_24H:K22	BRD-A25736793	BRD-A25736793	everolimus	trt_cp	PC3	0.37 uM	24 h	1	0.5785
LJP007_PC3_24H:M19	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	PC3	10 uM	24 h	1	0.1213
LJP008_A549_24H:G19	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	A549	10 uM	24 h	1	0.7758
LJP008_A549_24H:G21	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	A549	1.11 uM	24 h	1	0.3512
LJP008_A549_24H:H13	BRD-K77908580	BRD-K77908580	entinostat	trt_cp	A549	10 uM	24 h	1	0.6248
LJP008_A549_24H:M13	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	A549	10 uM	24 h	1	0.3419
LJP008_HEPG2_24H:G20	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	HEPG2	3.33 uM	24 h	1	0.4175
LJP008_HEPG2_24H:M13	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	HEPG2	10 uM	24 h	1	0.3333
LJP008_PC3_24H:G20	BRD-K03406345	BRD-K03406345	azacitidine	trt_cp	PC3	3.33 uM	24 h	1	0.4246
LJP009_PC3_24H:E19	BRD-K44227013	BRD-K44227013	ponatinib	trt_cp	PC3	10 uM	24 h	1	0.7784
LJP009_PC3_24H:E20	BRD-K44227013	BRD-K44227013	ponatinib	trt_cp	PC3	3.33 uM	24 h	1	0.3108
LKCP001_A549_24H:B19	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	A549	10 uM	24 h	1	0.7664
LKCP001_A549_24H:C01	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A549	10 uM	24 h	1	0.6431
LKCP001_A549_24H:D10	BRD-K92723993	BRD-K92723993	imatinib	trt_cp	A549	10 uM	24 h	1	0.4593
LKCP001_A549_24H:D22	BRD-K61397605	BRD-K61397605	romidepsin	trt_cp	A549	10 uM	24 h	1	0.8681
LKCP001_A549_24H:D23	BRD-K61397605	BRD-K61397605	romidepsin	trt_cp	A549	1.11 uM	24 h	1	0.8709
LKCP001_A549_24H:D24	BRD-K61397605	BRD-K61397605	romidepsin	trt_cp	A549	0.12 uM	24 h	1	0.8831
LKCP001_A549_24H:G01	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A549	10 uM	24 h	1	0.7245
LKCP001_A549_24H:K01	BRD-K13154216	BRD-K13154216	everolimus	trt_cp	A549	10 uM	24 h	1	0.5954
LKCP001_A549_6H:C01	BRD-K99964838	BRD-K99964838	bosutinib	trt_cp	A549	10 uM	6 h	1	0.5951
LKCP001_A549_6H:D22	BRD-K61397605	BRD-K61397605	romidepsin	trt_cp	A549	10 uM	6 h	1	0.7729
LKCP001_A549_6H:G01	BRD-K81528515	BRD-K81528515	nilotinib	trt_cp	A549	10 uM	6 h	1	0.6967
LKCP002_A549_24H:B07	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	A549	10 uM	24 h	1	0.6031
LKCP002_A549_24H:C07	BRD-K79254416	BRD-K79254416	decitabine	trt_cp	A549	10 uM	24 h	1	0.4001
LKCP002_A549_24H:G07	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A549	10 uM	24 h	1	0.8048
LKCP002_A549_24H:G08	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A549	1.11 uM	24 h	1	0.3949
LKCP002_A549_24H:I22	BRD-K61468417	BRD-K61468417	doxorubicin	trt_cp	A549	10 uM	24 h	1	0.8278
LKCP002_A549_24H:N10	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A549	10 uM	24 h	1	0.5751
LKCP002_A549_48H:B07	BRD-K82746043	BRD-K82746043	navitoclax	trt_cp	A549	10 uM	48 h	1	0.5699
LKCP002_A549_6H:G07	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A549	10 uM	6 h	1	0.7109
LKCP002_A549_6H:G08	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A549	1.11 uM	6 h	1	0.6348
LPROT003_A375_6H:BRD-A17883755:1	BRD-A17883755	BRD-A17883755	lenalidomide	trt_cp	A375	1.11 uM	6 h	1	0.27
LPROT003_A549_6H:BRD-K53972329:0.5	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	A549	0.5 uM	6 h	1	0.29
LUNG001_A549_24H:BRD-K02130563:10	BRD-K02130563	BRD-K02130563	panobinostat	trt_cp	A549	10 uM	24 h	1	0.739
LUNG001_A549_24H:BRD-K13514097:10	BRD-K13514097	BRD-K13514097	everolimus	trt_cp	A549	10 uM	24 h	1	0.7349
LUNG001_A549_24H:BRD-K13646352:10	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A549	10 uM	24 h	1	0.5829
LUNG001_A549_24H:BRD-K53972329:10	BRD-K53972329	BRD-K53972329	ruxolitinib	trt_cp	A549	10 uM	24 h	1	0.3324
MOAR002_A375_24H:M10	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	A375	10 uM	24 h	1	0.31
MOAR002_A375_24H:M12	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	A375	1.11 uM	24 h	1	0.36
MOAR002_A375_24H:O23	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A375	3.33 uM	24 h	1	0.85
MOAR002_A375_24H:O24	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A375	1.11 uM	24 h	1	0.68
MOAR002_PC3_24H:M10	BRD-K06926592	BRD-K06926592	tretinoin	trt_cp	PC3	10 uM	24 h	1	0.19
MOAR002_PC3_24H:O22	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	PC3	10 uM	24 h	1	0.88
MOAR002_PC3_24H:O24	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	PC3	1.11 uM	24 h	1	0.64
MOAR004_A375_24H:K22	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	A375	10 uM	24 h	1	0.79
MOAR004_PC3_24H:K22	BRD-K51313569	BRD-K51313569	palbociclib	trt_cp	PC3	10 uM	24 h	1	0.71
MOAR007_A375_24H:F04	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	A375	10 uM	24 h	1	0.39
MOAR007_A375_24H:L17	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	A375	3.33 uM	24 h	1	0.74
MOAR007_A375_24H:M01	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A375	10 uM	24 h	1	0.78
MOAR007_A375_24H:M03	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	A375	1.11 uM	24 h	1	0.75
MOAR007_PC3_24H:F04	BRD-K93918653	BRD-K93918653	quizartinib	trt_cp	PC3	10 uM	24 h	1	0.54
MOAR007_PC3_24H:L16	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	PC3	10 uM	24 h	1	0.86
MOAR007_PC3_24H:L18	BRD-K19034817	BRD-K19034817	pacritinib	trt_cp	PC3	1.11 uM	24 h	1	0.31
MOAR007_PC3_24H:M01	BRD-K13646352	BRD-K13646352	midostaurin	trt_cp	PC3	10 uM	24 h	1	0.59
MOAR019_A375_24H:N06	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	A375	3.33 uM	24 h	1	0.8878
MOAR019_A375_24H:N12	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	A375	0.66 uM	24 h	1	0.8875
MOAR019_A375_24H:N18	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	A375	3.33 uM	24 h	1	0.8747
OEB001_A375_96H:BRDN0000399136:-666	BRDN0000399136	BRDN0000399136	GATA2	trt_oe	A375		96 h	1	0.23
OEB001_PC3_96H:BRDN0000398867:-666	BRDN0000398867	BRDN0000398867	NFKBIA	trt_oe	PC3		96 h	1	0.32
OEB002_A375_96H:J18	BRDN0000403210	BRDN0000403210	FLI1	trt_oe	A375		96 h	1	0.417
OEB002_A375_96H:P02	BRDN0000403251	BRDN0000403251	AKT1	trt_oe	A375		96 h	1	0.2672
OEB002_PC3_96H:BRDN0000403210:-666	BRDN0000403210	BRDN0000403210	FLI1	trt_oe	PC3		96 h	1	0.29
OEB003_PC3_96H:BRDN0000405896:-666	BRDN0000405896	BRDN0000405896	CDKN1A	trt_oe	PC3		96 h	1	0.39
OEB004_PC3_96H:BRDN0000407682:-666	BRDN0000407682	BRDN0000407682	ERG	trt_oe	PC3		96 h	1	0.32
OEB006_A375_96H:BRDN0000461712:-666	BRDN0000461712	BRDN0000461712	MYB	trt_oe	A375		96 h	1	0.41
OEC001_A375_24H:CCSBBROAD304_01093:-666	CCSBBROAD304_01093	CCSBBROAD304_01093	NFKBIA	trt_oe	A375		24 h	1	0.63
OEC001_A375_48H:CCSBBROAD304_07088:-666	CCSBBROAD304_07088	CCSBBROAD304_07088	TP53	trt_oe	A375		48 h	1	0.29
OEC001_A375_96H:CCSBBROAD304_01093:-666	CCSBBROAD304_01093	CCSBBROAD304_01093	NFKBIA	trt_oe	A375		96 h	1	0.62
OEC001_A375_96H:CCSBBROAD304_07088:-666	CCSBBROAD304_07088	CCSBBROAD304_07088	TP53	trt_oe	A375		96 h	1	0.36
OEC001_PC3_96H:CCSBBROAD304_00155:-666	CCSBBROAD304_00155	CCSBBROAD304_00155	CCND1	trt_oe	PC3		96 h	1	0.21
OFL002_A549_96H:A04	TRCN0000481165	TRCN0000481165	CDK6	trt_oe	A549		96 h	1	0.3742
PBIOA013_A375_24H:O07	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	A375	10 uM	24 h	1	0.83
PBIOA013_A375_24H:O09	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	A375	1.11 uM	24 h	1	0.74
PBIOA013_A549_24H:O07	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	A549	10 uM	24 h	1	0.64
PBIOA013_A549_24H:O09	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	A549	1.11 uM	24 h	1	0.42
PBIOA013_HEPG2_24H:G15	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	HEPG2	10 uM	24 h	1	0.89
PBIOA013_HEPG2_24H:K09	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	HEPG2	10 uM	24 h	1	0.7
PBIOA013_HEPG2_24H:O07	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	HEPG2	10 uM	24 h	1	0.67
PBIOA013_HEPG2_24H:O08	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	HEPG2	3.33 uM	24 h	1	0.6
PBIOA013_HEPG2_24H:O09	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	HEPG2	1.11 uM	24 h	1	0.52
PBIOA013_HEPG2_24H:O10	BRD-K37798499	BRD-K37798499	etoposide	trt_cp	HEPG2	0.37 uM	24 h	1	0.25
PBIOA013_PC3_24H:C21	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	PC3	10 uM	24 h	1	0.82
PBIOA013_PC3_24H:C24	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	PC3	10 uM	24 h	1	0.81
PBIOA013_PC3_24H:G15	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	PC3	10 uM	24 h	1	0.83
PBIOA013_PC3_24H:G18	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	PC3	10 uM	24 h	1	0.84
PBIOA014_HEPG2_24H:C24	BRD-K88510285	BRD-K88510285	bortezomib	trt_cp	HEPG2	10 uM	24 h	1	0.79
PBIOA014_HEPG2_24H:K13	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	HEPG2	10 uM	24 h	1	0.47
PBIOA014_HEPG2_24H:K15	BRD-K49328571	BRD-K49328571	dasatinib	trt_cp	HEPG2	1.11 uM	24 h	1	0.41
